"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Mercurio","Níquel","Plomo","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Sólidos totales","Nitrógeno total","Manganeso","Sodio","Temp. ambiente","Transparencia Secchi","Clorofilas","fecha","año","mes","est"
24.4,8.8,6.06,611,36,263.16,40.55,117.6,0.75,0.1,0.022,0.84,5.65,6.81,0.019,15.21,115.8,8.37,0.37,47,403,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.094,0.0005,0.1,0.0025,0.02,9000,9000,4,450,5.65,,,24,0.18,8.8,2010-09-23,"2010","9","14"
24.8,8.72,5.54,614,35,258,40.55,117.6,0.75,0.55,0.025,0.84,5.65,7.03,0.019,13.05,100.97,21.33,0.54,36,383,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.116,0.0005,0.1,0.0025,0.02,230000,40000,3.13,419,6.225,,,27.2,0.2,86.9,2010-09-23,"2010","9","LC-02"
24.5,8.73,6.07,610,36,263.16,40.55,113.68,0.8,0.53,0.022,1.41,5.94,6.89,0.019,10.95,108.77,8.37,0.67,38,379,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.09,0.0005,0.1,0.0025,0.02,4000,4000,4,417,6.47,,,25.6,0.22,65.4,2010-09-23,"2010","9","LC-04"
24.5,8.74,6.55,610,38,252.84,40.55,117.6,0.7,0.62,0.022,1.41,6.22,7.13,0.019,16.29,107.99,8.37,0.42,38,401,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.108,0.0005,0.1,0.0025,0.02,4000,4000,3.9,439,6.84,,,26.5,0.2,110.4,2010-09-23,"2010","9","17"
24.2,7.72,2.82,625,29,263.16,40.99,117.6,0.78,0.59,0.022,1.41,6.22,7.17,0.019,20.82,136.09,8.37,0.62,23,420,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.167,0.0005,0.1,0.0025,0.02,23000,23000,2.4,443,6.81,,,25,0.22,22.1,2010-09-23,"2010","9","18"
24.2,8.45,3.84,617,35,268.32,40.55,115.64,0.69,0.45,0.022,1.13,5.65,6.89,0.019,17.7,105.26,8.37,0.37,37,420,0.1,0.39,0.01,0.0025,0.005,0.0005,0.05,0.05,0.145,0.0005,0.1,0.0025,0.02,4000,4000,3.8,457,6.1,,,25,0.2,130.7,2010-09-23,"2010","9","LC-01"
24.1,8.6,5.59,609,35,263.16,41.42,109.76,0.78,0.62,0.022,1.13,5.65,7.01,0.019,14.28,121.65,8.37,0.37,30,397,0.1,0.19,0.01,0.0025,0.005,0.0005,0.05,0.05,0.09,0.0005,0.1,0.0025,0.02,230,40,5,427,6.27,,,25,0.23,57.5,2010-09-23,"2010","9","LC-03"
24.1,8.79,5.44,610,35,263.16,40.99,115.64,0.68,0.82,0.011,1.13,5.09,6.84,0.019,12.87,105.65,148.74,0.37,40,418,0.1,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.146,0.0005,0.1,0.0025,0.02,40,40,3.85,458,5.921,,,25,0.2,7,2010-09-23,"2010","9","21"
24,8.73,4.92,610,34,273.48,41.42,115.64,0.78,0.48,0.087,1.13,5.09,6.85,0.019,13.05,102.53,9.86,0.3,52,375,0.1,0.99,0.01,0.0025,0.005,0.0005,0.05,0.05,0.162,0.0005,0.1,0.0025,0.091,930,150,3.85,427,5.657,,,25,0.23,17.6,2010-09-23,"2010","9","LC-05"
24.7,8.9,7.63,608,35,258,40.99,115.64,0.67,0.65,0.022,1.13,5.09,6.58,0.019,10.74,121.26,7.64,0.32,47,392,0.1,0.59,0.01,0.0025,0.005,0.0005,0.05,0.05,0.092,0.0005,0.1,0.0025,0.02,1500,700,4.4,439,5.74,,,25,0.2,11.7,2010-09-23,"2010","9","23"
20.2,9.03,10.19,572,30,268,46.4,118,0.8098,0.1,0.022,1.64,6.91,10.206,0.279,29.52,128.28,8.37,0.37,24,432,0.1,0.1,0.0493,0.0025,0.005,0.0005,0.05,0.05,0.154,0.0005,0.1,0.0025,0.02,1500,1500,3.7,456,6.91,,,23,0.19,144.9,2010-11-11,"2010","11","14"
20.4,9,8.8,576,45,260,45.46,119,0.807,0.1,0.022,1.97,8.23,6.5109,0.199,15.93,129.45,8.37,0.42,36,425,0.1,0.1,0.3167,0.0025,0.005,0.0005,0.05,0.05,0.255,0.0005,0.1,0.0025,0.02,93000,23000,3.4,461,8.23,,,26,0.19,134.9,2010-11-11,"2010","11","LC-02"
20,9.05,12.44,571,40,270,44,119,0.7766,0.1,0.022,1.64,6.91,7.4969,0.166,19.08,116.97,6.38,0.63,19,437,0.1,0.1,0.0278,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,430,230,3.9,456,6.91,,,26,0.19,117.4,2010-11-11,"2010","11","LC-04"
21,9.15,13.13,578,40,260,45,125,0.8415,0.1,0.022,1.34,7.57,7.3176,0.151,17.16,119.31,8.37,0.37,22,444,0.1,0.1,0.0517,0.0025,0.005,0.0005,0.05,0.05,0.09,0.0005,0.1,0.0025,0.02,930,430,3.85,466,7.57,,,26,0.2,75.8,2010-11-11,"2010","11","17"
21.2,8.9,13.08,588,37,268,45,127,0.8557,0.1,0.022,1.34,6.58,8.1642,0.02,27,127.11,6.2,0.41,20,440,0.1,0.4,0.0493,0.0025,0.005,0.0005,0.05,0.05,0.191,0.0005,0.1,0.0025,0.02,24000,93000,2.18,460,6.58,,,27,0.19,84.06,2010-11-11,"2010","11","18"
24.1,9.23,13.8,576,40,256,45.46,119,0.7914,0.1,0.022,1.34,7.24,8.2737,0.165,27.18,135.7,8.09,0.37,25,448,0.1,0.1,0.0353,0.0025,0.005,0.0005,0.05,0.05,0.084,0.0005,0.1,0.0025,0.02,750,230,3.2,473,7.24,,,28,0.2,50.01,2010-11-11,"2010","11","LC-01"
19.5,9.04,6.71,567,40,258,45,121,0.7921,0.1,0.022,1.32,7.57,6.9691,0.255,17.34,112.28,13.37,0.3,38,435,0.1,0.1,0.0719,0.0025,0.005,0.0005,0.05,0.05,0.058,0.0005,0.1,0.0025,0.02,230,90,4.9,473,7.57,,,28,0.2,74.5,2010-11-11,"2010","11","LC-03"
24,9.4,18,579,45,260,43.5,119,0.7632,0.1,0.022,6.58,6.58,6.8396,0.133,19.74,121.65,10.77,0.35,30,429,0.1,0.1,0.0453,0.0025,0.005,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0025,0.02,230,70,3.9,459,6.58,,,28,0.2,62.97,2010-11-11,"2010","11","21"
22.7,9.43,17.22,571,45,258,45,118,0.8465,0.1,0.022,6.91,6.91,6.979,0.147,17.43,136.48,8.37,0.37,18,429,0.1,0.1,0.0663,0.0025,0.005,0.0005,0.05,0.05,0.106,0.0005,0.1,0.0025,0.02,230,90,3.7,447,6.91,,,28,0.2,47.2,2010-11-11,"2010","11","LC-05"
24.8,9.39,16.76,578,40,270,45,114,0.8281,0.1,0.022,7.24,7.24,7.1981,0.318,24.36,151.7,14.86,0.37,27,428,0.1,0.1,0.0498,0.0025,0.005,0.0005,0.05,0.05,0.068,0.0005,0.1,0.0025,0.02,430,230,4.8,455,7.24,,,28,0.18,69.4,2010-11-11,"2010","11","23"
22.8,9.19,9.03,678,45,322.88,54.08,147.37,0.79,0.29,0.022,0.37,,7.84,0.019,20.94,125.56,8.37,0.59,75,620,0.1,0.55,0.0353,0.005,0.0562,0.00206,0.05,0.05,0.15,0.0005,0.1,0.0064,0.034,90,40,2.6,695,,,,24,0.18,175.3,2011-03-23,"2011","3","14"
20.9,8.92,4,687,50,312.79,52.07,177.84,0.75,0.3,0.022,0.5,,7.99,0.019,14.1,108.37,7.82,0.62,27,524,0.1,0.1,0.0452,0.004,0.0475,0.0005,0.05,0.05,0.174,0.0005,0.1,0.0025,0.044,230,230,3.6,551,,,,24.2,0.18,85,2011-03-23,"2011","3","LC-02"
19.9,8.93,3.12,691,45,312.79,53.65,153.9,0.82,0.37,0.022,0.62,,8.14,0.019,12.63,110.37,16.02,0.63,52,607,0.1,0.75,0.0146,0.0042,0.0478,0.0005,0.05,0.05,0.113,0.0005,0.1,0.0025,0.059,24000,9300,3.28,659,,,,25.2,0.24,59.5,2011-03-23,"2011","3","LC-04"
19.9,8.95,3.65,693,45,317.83,53.17,153.71,0.9,0.33,0.022,0.5,,8.66,0.019,17.64,103.18,6.19,0.74,17,713,0.1,0.36,0.0221,0.0041,0.0412,0.0005,0.05,0.05,0.125,0.00067,0.1,0.0025,0.055,4300,2400,1.62,730,,,,25.7,0.18,54.3,2011-03-23,"2011","3","17"
20.8,8.51,2.79,736,35,327.92,55.47,146.78,0.83,0.33,0.022,2.47,,10.01,0.283,20.16,112.77,8.37,1.42,14,600,0.1,0.36,0.0231,0.0041,0.0522,0.0005,0.05,0.05,0.105,0.0005,0.1,0.0025,0.02,75000,75000,2.4,614,,,,25.7,0.19,60.2,2011-03-23,"2011","3","18"
20.7,8.92,5.07,697,45,322.88,54.03,158.45,0.75,0.3,0.022,0.25,,8.46,0.019,17.34,109.57,13.53,0.75,36,547,0.1,0.55,0.0536,0.0043,0.0322,0.0005,0.05,0.05,0.109,0.00065,0.1,0.0025,0.022,2300,930,4.37,583,,,,25.7,0.21,49.7,2011-03-23,"2011","3","LC-01"
21.2,9.05,5.98,687,40,317.83,54.46,155.88,0.73,0.25,0.022,0.31,,7.47,0.019,16.86,114.77,5.33,0.56,38,485,0.1,0.16,0.0405,0.0043,0.0649,0.0005,0.05,0.05,0.093,0.0005,0.1,0.0025,0.02,230,230,3.3,523,,,,26,0.19,23,2011-03-23,"2011","3","LC-03"
22.7,9.14,7.82,685,45,312.79,49.91,152.72,0.75,0.27,0.022,0.5,,7.61,0.019,15.48,97.18,8.37,0.57,40,501,0.1,0.16,0.081,0.0042,0.0619,0.0005,0.05,0.05,0.125,0.0005,0.1,0.0025,0.059,750,230,3,541,,,,26.5,0.19,73.3,2011-03-23,"2011","3","21"
23.4,9.26,9.38,684,50,307.74,57.76,151.92,0.79,0.27,0.022,0.5,,7.96,0.019,18.45,101.18,8.37,0.58,80,493,0.1,0.75,0.168,0.0042,0.0362,0.0005,0.05,0.05,0.271,0.0005,0.1,0.0036,0.036,430,230,3.83,573,,,,27.5,0.19,46.5,2011-03-23,"2011","3","LC-05"
23.1,9.19,8.32,682,45,312.79,56.71,152.2,0.76,0.25,0.022,0.27,,8.3,0.019,16.92,102.78,7.84,0.61,44,514,0.1,0.36,0.112,0.0042,0.2603,0.0005,0.05,0.05,0.117,0.0005,0.1,0.0025,0.061,230,40,2.9,558,,,,28.8,0.19,134.2,2011-03-23,"2011","3","23"
29.6,9.59,13.5,782,60,340.19,65.73,147.71,1,0.45,0.022,5.75,10.58,10.85,0.019,24.41,191.58,8.31,0.5,68,561,0.1,0.39,0.01,0.0028,0.198,0.0005,0.05,0.05,0.102,0.0005,0.1,0.0149,0.029,24000,9300,2.55,629,11.03,,,31.5,0.14,177.1,2011-06-09,"2011","6","14"
27,9.31,10.54,774,65,341.2,63.28,150.28,1,0.47,0.022,5.63,10.27,10.96,0.019,23.81,186.9,4.72,0.39,43,604,0.1,0.1,0.587,0.003,0.1122,0.0005,0.05,0.05,0.145,0.0005,0.1,0.0025,0.02,9300,1500,2.1,647,10.74,,,25,0.12,146.6,2011-06-09,"2011","6","LC-02"
25.5,9.3,9.85,785,55,344.21,62.03,146.32,0.97,0.44,0.022,5.82,10.7,10.77,0.019,25.01,193.92,6.87,0.52,32,573,0.1,0.59,0.314,0.0037,0.102,0.0005,0.05,0.05,0.091,0.0005,0.1,0.0025,0.02,430,40,3.06,605,11.14,,,26,0.12,185,2011-06-09,"2011","6","LC-04"
26.2,9.4,10.59,789,60,343.21,63.56,146.12,0.9,0.46,0.022,6.31,11.63,11.26,0.019,22.39,208.73,8.37,0.3,35,594,0.1,0.59,0.6413,0.0028,0.1054,0.0005,0.05,0.05,0.083,0.0005,0.1,0.0025,0.029,930,430,2.95,629,12.09,,,26.1,0.12,156.8,2011-06-09,"2011","6","17"
26.3,9.09,10.39,812,60,352.25,63.7,159.19,0.88,0.49,0.022,5.88,10.77,11.73,0.019,23.59,195.87,8.37,0.53,50,584,0.1,0.59,0.1611,0.0031,0.1241,0.0005,0.05,0.05,0.137,0.0005,0.1,0.0025,0.029,430,230,1.8,634,11.26,,,27.5,0.12,286,2011-06-09,"2011","6","18"
27.7,9.49,10.9,784,60,346.72,65.04,165.33,0.9,0.44,0.022,5.57,10.21,10.78,0.019,24.26,186.51,4.98,0.36,22,586,0.1,0.99,0.2714,0.003,0.105,0.0005,0.05,0.05,0.06,0.0005,0.1,0.0025,0.02,1500,700,1.93,608,10.65,,,28.6,0.13,110.9,2011-06-09,"2011","6","LC-01"
27.3,9.38,10.09,779,60,337.68,63.88,145.84,0.9,0.43,0.022,4.7,9.53,10.79,0.019,15.53,174.82,4.47,0.5,17,588,0.1,0.59,0.0381,0.0026,0.1105,0.0005,0.05,0.05,0.06,0.0005,0.1,0.0025,0.023,1500,400,3.9,605,9.96,,,30.6,0.13,122.9,2011-06-09,"2011","6","LC-03"
27.8,9.46,10.8,781,55,336.67,63.79,144.14,0.92,0.39,0.022,5.57,10.33,10.66,0.019,22.31,187.68,6.78,0.46,20,607,0.1,0.59,0.2366,0.0027,0.0999,0.0005,0.05,0.05,0.056,0.0005,0.1,0.0025,0.02,2400,930,2.43,627,10.72,,,30.6,0.14,90.5,2011-06-09,"2011","6","21"
27.7,9.46,10.61,780,60,339.19,63.6,145.73,0.93,0.47,0.022,5.75,10.64,10.92,0.019,19.84,193.92,8.37,0.43,32,580,0.1,0.59,0.065,0.0029,0.0914,0.0005,0.05,0.05,0.156,0.0005,0.1,0.0025,0.02,930,430,2.84,612,11.11,,,30.5,0.14,101.6,2011-06-09,"2011","6","LC-05"
28.8,9.47,11.79,785,60,334.16,65.31,145.13,0.93,0.44,0.022,4.02,12.56,10.21,0.019,25.35,192.75,5.43,0.3,32,582,0.1,0.1,0.2809,0.0028,0.1074,0.0005,0.05,0.05,0.145,0.0005,0.1,0.0025,0.02,9300,4300,3.23,614,13,,,30.6,0.14,106.2,2011-06-09,"2011","6","23"
26.4,9.24,8.89,684,55,275.37,51.55,114.84,0.84,0.31,0.022,1.05,4.08,9.34,0.019,16.71,130.76,4.67,0.43,176,443,0.1,9.34,0.169,0.0025,0.0977,0.00133,0.05,0.05,0.158,0.0005,0.1,0.0137,0.043,24000,9300,3.1,619,4.39,,76.99,27.6,0.14,127.1,2011-08-16,"2011","8","14"
25.2,8.92,2.08,690,55,283.41,51.92,146.72,0.78,0.27,0.022,1.11,4.064,8.11,0.019,16.29,148.69,6.49,0.45,102,414,0.1,8.11,0.059,0.0025,0.1561,0.0005,0.05,0.05,0.138,0.0005,0.1,0.0025,0.02,93000,93000,2.85,516,4.334,,91.49,23,0.15,195.6,2011-08-16,"2011","8","LC-02"
25.8,9.21,7.39,686,50,290.44,52.15,154.64,0.88,0.23,0.022,0.5,2.35,8.3,0.019,13.54,133.88,8.37,0.41,60,466,0.1,8.3,0.0422,0.0025,0.0885,0.00936,0.05,0.05,0.143,0.0005,0.1,0.0025,393.911,4300,230,3.6,526,2.58,,78.21,24.8,0.15,142.3,2011-08-16,"2011","8","LC-04"
25.9,9.29,10.87,689,55,290.44,52.4,123.35,0.87,0.31,0.022,0.99,4.33,8.14,0.019,13.18,137,8.37,0.37,72,468,0.1,8.14,0.0464,0.0025,0.0843,0.01361,0.05,0.05,0.112,0.0005,0.1,0.0025,433.178,930,930,3.6,540,4.64,,72.09,24.9,0.15,166,2011-08-16,"2011","8","17"
26.3,8.73,2.59,649,55,278.38,46.01,122.17,0.76,0.32,0.022,0.87,3.96,8.47,0.019,13.76,126.86,8.37,0.85,116,393,0.1,8.47,0.1593,0.0025,0.0885,0.0005,0.05,0.05,0.579,0.0005,0.1,0.004,0.289,240000,240000,1.55,509,4.28,,68.82,25.8,0.15,165.7,2011-08-16,"2011","8","18"
26.6,9.16,8.62,683,55,293.46,51.83,125.73,0.77,0.47,0.022,0.93,4.14,8.58,0.019,13.6,132.71,5.43,0.52,88,437,0.1,8.58,0.0914,0.0025,0.0732,0.00078,0.05,0.05,0.153,0.0005,0.1,0.0025,0.135,9300,9300,3,525,4.61,,75.15,26.9,0.15,160,2011-08-16,"2011","8","LC-01"
26.5,9.33,11.43,684,55,290.95,53.17,132.26,0.83,0.39,0.022,0.49,3.71,8.46,0.019,13.4,117.5,8.37,0.55,54,479,0.1,0.1,0.079,0.0025,0.0767,0.0005,0.05,0.05,0.122,0.0005,0.1,0.018,0.091,750,750,4.7,533,4.1,,74.43,27.2,0.17,190.3,2011-08-16,"2011","8","LC-03"
25.9,9.31,8.4,682,50,291.45,52.61,130.68,0.84,0.4,0.022,0.8,4.08,7.94,0.019,13.3,130.76,8.37,0.5,64,468,0.1,7.94,0.0589,0.0025,0.0698,0.0005,0.05,0.05,0.107,0.0005,0.1,0.0026,0.063,930,230,3.4,532,4.48,,75.15,27.4,0.15,154.9,2011-08-16,"2011","8","21"
25.9,9.27,8.56,683,55,289.94,53.26,124.54,0.82,0.44,0.022,0.68,3.96,8.9,0.019,14.16,126.08,4.09,0.45,44,465,0.1,8.9,0.0497,0.0025,0.068,0.0005,0.05,0.05,0.087,0.0005,0.1,0.0056,0.083,430,230,3.7,509,4.4,,74.23,27.4,0.14,134.1,2011-08-16,"2011","8","LC-05"
26,9.26,9.62,679,55,287.43,51.83,171.67,0.82,0.45,0.022,0.74,4.08,9.05,0.019,19.62,129.98,8.37,0.94,56,471,0.1,9.05,0.1012,0.0025,0.0712,0.0005,0.05,0.05,0.228,0.0005,0.1,0.0029,0.068,2400,430,4,527,4.53,,74.13,27.5,0.16,143.6,2011-08-16,"2011","8","23"
28,9.75,17.2,821,55,345.78,69.8,139.18,0.84,0.33,0.016,,,12.79,0.019,37.56,212.41,8.88,0.98,55,564,0.1,0.88,0.2259,0.0025,0.0979,0.0005,0.05,0.05,0.05,0.00128,0.1,0.0025,0.02,,3,2.95,619,0.346,0.058,101.8,,0.07,,2012-05-22,"2012","5","14"
24.7,9.38,7.92,788,50,350.88,67.75,136.4,1.04,0.21,0.022,,,11.22,0.019,25.2,192.77,8.37,0.69,22,599,0.1,1.08,0.2053,0.0025,0.0963,0.0024,0.068,0.05,0.073,0.00142,0.1,0.0092,0.109,,430,2.15,621,0.21,0.068,101.1,29.4,0.08,,2012-05-22,"2012","5","LC-02"
24.5,9.38,8.31,779,55,351.39,67.85,140.38,1.08,0.32,0.022,,,11.11,0.019,21.18,204.04,8.37,0.76,62,548,0.1,0.5,1.115,0.0025,0.0996,0.0005,0.05,0.05,0.099,0.00143,0.1,0.0049,0.093,,90,3,610,0.32,0.076,104.9,29.3,0.08,,2012-05-22,"2012","5","LC-04"
24.9,9.22,9.28,801,50,357.51,67.75,141.18,0.96,0.35,0.022,,,13.97,0.019,37.2,208.87,8.37,0.91,82,559,0.1,0.69,0.5946,0.0025,0.1139,0.0005,0.056,0.05,0.359,0.00153,0.1,0.0344,0.105,,90,3.22,641,0.35,0.108,103.3,28.7,0.1,,2012-05-22,"2012","5","17"
24.7,9.28,11.28,780,60,353.9,66.83,142.37,1.08,0.36,0.022,,,11.27,0.019,19.38,205.33,8.37,0.31,90,533,0.1,0.88,0.2784,0.0025,0.088,0.0005,0.05,0.05,0.086,0.00189,0.1,0.0025,0.02,,40,2,623,0.36,0.071,103.5,26.4,0.06,,2012-05-22,"2012","5","18"
25.3,9.52,12.66,791,50,359.55,67.95,140.98,1.08,0.35,0.022,,,12.07,0.019,24.36,196.64,8.37,0.93,27,593,0.1,1.08,0.4687,0.0025,0.0929,0.0005,0.05,0.05,0.222,0.00164,0.1,0.0025,0.082,,430,2.38,620,0.35,0.084,104,31,0.06,,2012-05-22,"2012","5","LC-01"
26.8,9.64,16.08,791,50,349.86,67.85,135.6,0.93,0.34,0.022,,,12.34,0.019,34.74,205.33,8.37,0.37,50,548,0.1,0.69,0.2645,0.0025,0.096,0.0005,0.05,0.05,0.05,0.00164,0.1,0.0025,0.029,,3,2.83,598,0.34,0.05,101.7,27.1,0.08,,2012-05-22,"2012","5","LC-03"
27.4,9.64,17.25,812,50,351.39,68.14,135,1.01,0.35,0.022,,,10.95,0.019,17.1,196.32,8.37,0.37,55,254,0.1,1.27,0.2516,0.0025,0.0826,0.0005,0.05,0.05,0.052,0.00069,0.1,0.0025,0.071,,3,3,309,0.35,0.052,102.8,30.8,0.07,,2012-05-22,"2012","5","21"
26.1,9.62,15.99,796,45,360.06,67.07,134.6,1.04,0.33,0.022,,,11.18,0.019,17.7,192.77,8.37,0.37,80,521,0.1,0.88,0.2531,0.0025,0.0803,0.0005,0.05,0.05,0.069,0.00076,0.1,0.0028,0.034,,40,3,601,0.33,0.052,102.7,29.1,0.06,,2012-05-22,"2012","5","LC-05"
26.2,9.64,15.51,800,50,364.16,69.51,135.6,1,0.38,0.022,,,11.67,0.019,33.66,191.81,8.37,0.37,47,545,0.1,0.5,0.2737,0.0025,0.0774,0.0005,0.05,0.05,0.056,0.00097,0.1,0.0048,0.02,,3,3.64,592,0.38,0.05,102.1,31.8,0.08,,2012-05-22,"2012","5","23"
27.1,9.44,15.56,798,75,336.12,67.85,106.52,1.02,0.38,0.022,0.5,8.7,10.98,0.019,22.71,187.57,8.37,0.53,83,577,0.1,0.5,0.375,0.0025,0.0766,0.0005,0.05,0.05,0.181,0.0005,0.1,0.0049,0.031,,230,2.9,660,9.08,0.05,101.5,27,0.1,,2012-06-20,"2012","6","14"
24.3,9.14,4,806,85,338.66,69.16,102.96,1.02,0.37,0.022,0.5,8.82,9.83,0.019,21.26,184.36,8.37,0.62,93,555,0.1,0.1,0.3447,0.0025,0.074,0.0005,0.05,0.05,0.198,0.0005,0.1,0.0025,0.04,,230,2.24,648,9.19,0.05,101,23,0.1,,2012-06-20,"2012","6","LC-02"
24.4,9.27,9.19,798,75,345.22,66.78,127.31,1.05,0.4,0.022,0.5,6.88,11.1,0.019,20.96,196.26,8.37,0.53,83,541,0.1,0.88,0.2026,0.0025,0.0718,0.0005,0.05,0.05,0.098,0.0005,0.1,0.0055,0.021,,40,3.1,624,7.28,0.05,101.9,25.5,0.09,,2012-06-20,"2012","6","LC-04"
25.9,9.34,11.52,798,80,347.8,66.05,127.51,1.11,0.39,0.022,0.5,7.88,9.67,0.019,14.73,186.96,8.37,0.65,83,565,0.1,0.69,0.1862,0.0025,0.0673,0.0005,0.05,0.05,0.098,0.0005,0.1,0.0042,0.026,,930,3.21,648,8.27,0.05,105.1,25.6,0.1,,2012-06-20,"2012","6","17"
24.6,8.42,1.28,686,85,345.29,65.42,129.29,1.12,0.36,0.022,0.5,8.35,10,0.019,16.29,188.54,8.37,0.52,83,529,0.1,0.69,0.2423,0.0025,0.0746,0.0005,0.05,0.05,0.12,0.0005,0.1,0.0039,0.02,,90,2.3,612,8.71,0.05,103.9,26.1,0.1,,2012-06-20,"2012","6","18"
24.9,9.09,5.06,797,85,337.64,64.35,128.9,1.05,0.37,0.022,0.5,8.94,10.56,0.019,20.31,175.35,8.37,0.56,73,583,0.1,0.88,0.7493,0.0025,0.0792,0.0005,0.05,0.05,0.327,0.0005,0.1,0.0025,0.02,,430,2.4,656,9.31,0.056,104.2,26.2,0.11,,2012-06-20,"2012","6","LC-01"
26.5,9.4,15.89,802,100,284.25,52.06,128.3,0.86,0.41,0.022,2.06,9.11,16.87,0.36,32.52,165.05,8.37,1.59,107,517,0.1,1.27,5.0798,0.0025,0.0813,0.0005,0.05,0.05,1.459,0.0005,0.1,0.0029,0.02,,150000,3.8,624,9.52,0.212,84.1,26.5,0.1,,2012-06-20,"2012","6","LC-03"
27.8,9.37,14.85,800,85,239.68,65.08,132.86,1.09,0.44,0.022,0.5,8.94,10.18,0.019,17.7,175.35,8.37,0.63,97,583,0.1,1.08,0.646,0.0025,0.0672,0.0005,0.05,0.05,0.297,0.0005,0.1,0.0029,0.02,,930,2.7,680,9.38,0.055,104.1,26.5,0.11,,2012-06-20,"2012","6","21"
27.2,9.49,16.7,799,80,340.69,65.03,128.5,1.14,0.38,0.022,0.5,9.41,9.56,0.019,14.6,191.11,8.37,0.65,77,555,0.1,0.88,1.1488,0.0025,0.0599,0.0005,0.05,0.05,0.284,0.0005,0.1,0.0025,0.02,,230,3,632,9.79,0.053,105.3,26.5,0.1,,2012-06-20,"2012","6","LC-05"
27.7,9.49,16,800,80,349.34,64.79,138.2,1.13,0.77,0.022,0.5,9.52,10.08,0.019,17.31,182.1,16.98,0.65,90,586,0.1,0.39,0.7517,0.0025,0.0657,0.0005,0.05,0.05,0.44,0.0005,0.1,0.0039,0.02,,2400,3.15,676,10.29,0.055,105.3,27,0.11,,2012-06-20,"2012","6","23"
26.4,9.2,8.94,852,75,328.23,62.36,101.57,0.94,0.1,0.022,0.5,8.88,9.79,0.019,16.95,152.18,8.37,0.68,93,559,0.1,0.36,0.7185,0.0031,0.0823,0.00069,0.05,0.05,0.13,0.0005,0.1,0.0028,0.0071,,930,3.14,652,8.88,0.05,103.4,24.4,0.09,,2012-07-17,"2012","7","14"
23.8,9.01,2.78,845,75,334.26,61.92,119.99,0.98,0.12,0.022,0.5,9.29,9.27,0.019,17.64,148.97,8.37,0.78,93,551,0.1,0.94,0.9059,0.0031,0.0909,0.0005,0.05,0.05,0.13,0.0005,0.1,0.0167,0.039,,4600,2.62,644,9.41,0.053,102.3,28.1,0.08,,2012-07-17,"2012","7","LC-02"
24.1,9.18,8.2,796,80,313.65,58.08,101.94,0.92,0.1,0.022,0.5,9.05,10.11,0.019,17.94,142.85,8.37,0.86,89,535,0.1,0.55,3.9498,0.003,0.0841,0.00052,0.05,0.05,0.611,0.0005,0.1,0.0025,0.02,,43000,3.24,624,9.05,0.05,96.8,25.6,0.07,,2012-07-17,"2012","7","LC-04"
24.4,9.16,8.66,799,75,310.6,57.94,115.43,0.85,0.1,0.022,0.5,8.58,9.66,0.019,15,155.4,8.37,0.7,149,475,0.1,0.55,2.9163,0.0028,0.0779,0.00177,0.05,0.05,0.668,0.0005,0.1,0.0071,0.02,,1500,3.33,624,8.58,0.05,96,29.4,0.09,,2012-07-17,"2012","7","17"
23.5,8.61,5.27,541,140,212.62,36.38,102.56,0.65,0.19,0.015,0.5,4.7,13.93,0.019,23.31,117.11,8.37,1.08,120,420,0.1,0.36,4.9163,0.0028,0.0947,0.0006,0.05,0.05,2.727,0.0005,0.1,0.0111,0.057,,75000,1.69,540,4.905,0.133,60.5,30.7,0.05,,2012-07-17,"2012","7","18"
25.4,9.21,11.28,722,90,281.99,50.56,104.94,0.8,0.1,0.022,0.5,7.64,10.86,0.019,19.07,145.75,8.37,0.91,78,506,0.1,0.75,3.6384,0.0029,0.0876,0.00069,0.05,0.05,1.123,0.0005,0.1,0.0025,0.02,,93000,2.52,584,7.64,0.061,85.1,30.5,,,2012-07-17,"2012","7","LC-01"
28.3,9.47,13.98,876,70,321.19,61.29,114.05,0.93,0.12,0.022,0.5,8.94,9.52,0.019,18.43,148.32,8.37,0.64,155,497,0.1,0.55,0.2928,0.0033,0.0794,0.00081,0.05,0.05,0.066,0.0005,0.1,0.0035,0.021,,930,4.3,652,9.06,0.05,101.9,30.6,0.11,,2012-07-17,"2012","7","LC-03"
